hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
49396020,3,1,5,3,3,3,,3,1,1,3,3,3,,3,1,1,3,3,3,,1
49470010,14,14,16,13,14,,1,6,6,8,5,6,,1,6,6,8,5,6,,1,1
49470020,14,6,10,13,1,,,6,2,6,5,1,,,6,2,6,5,1,,,1
49475010,12,10,11,9,11,11,11,8,6,7,5,7,7,7,8,6,7,5,3,3,3,1
49511020,11,3,11,11,11,11,3,7,3,7,7,7,7,3,3,3,3,3,7,3,3,1
49608040,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0
49648010,9,12,10,,10,,,5,8,6,,6,,,5,8,6,,6,,,1
49689040,14,14,14,16,16,14,14,6,6,6,8,8,6,6,6,6,6,8,8,6,6,0
49697020,4,4,3,3,4,3,2,4,4,3,3,4,3,2,4,4,3,3,4,3,2,1
49701030,1,5,4,14,9,4,16,1,1,4,6,5,4,8,1,1,4,6,1,4,8,1
49742010,9,1,9,9,9,1,10,5,1,5,5,5,1,6,1,1,5,1,1,1,2,1
50117010,10,12,12,12,12,15,3,6,8,8,8,8,7,3,2,4,4,8,4,7,3,1
50117020,12,12,12,12,12,15,4,8,8,8,8,8,7,4,4,8,4,4,8,7,4,1
50125021,9,2,5,1,9,1,1,5,2,1,1,5,1,1,1,2,1,1,5,1,1,0
50138030,14,6,6,6,6,2,6,6,2,2,2,2,2,2,6,2,2,2,2,2,2,1
50156010,12,12,16,12,12,,,8,8,8,8,8,,,8,4,8,8,8,,,1
50158010,12,12,10,11,10,9,11,8,8,6,7,6,5,7,8,8,2,3,2,5,3,1
50158020,12,12,10,1,1,1,,8,8,6,1,1,1,,4,4,2,1,1,1,,1
50195030,10,14,8,2,10,4,10,6,6,4,2,6,4,6,2,6,4,2,2,4,2,1
50195031,10,14,6,5,10,14,11,6,6,2,1,6,6,7,2,6,2,1,2,6,7,1
50216020,2,14,14,6,2,,,2,6,6,2,2,,,2,6,6,2,2,,,1
50232010,12,10,10,12,10,12,10,8,6,6,8,6,8,6,8,2,6,8,2,8,6,1
50232020,12,9,16,12,12,12,12,8,5,8,8,8,8,8,8,1,8,8,8,8,4,1
50233010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
50258020,16,1,6,1,6,2,8,8,1,2,1,2,2,4,8,1,2,1,2,2,4,1
50258030,12,16,12,12,12,16,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
50376010,16,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,4,4,4,1
50380030,10,1,2,13,2,4,2,6,1,2,5,2,4,2,2,1,2,5,2,4,2,0
50412010,16,16,12,16,16,16,,8,8,8,8,8,8,,8,8,4,8,8,8,,1
50412020,16,16,16,13,16,16,16,8,8,8,5,8,8,8,8,8,8,5,8,8,8,1
50456010,12,12,10,12,12,12,12,8,8,6,8,8,8,8,8,8,6,8,8,8,8,1
50523010,12,10,2,1,1,1,1,8,6,2,1,1,1,1,4,2,2,1,1,1,1,1
50546020,11,11,10,11,15,15,11,7,7,6,7,7,7,7,3,3,2,3,7,7,3,1
50598010,1,16,12,6,2,1,13,1,8,8,2,2,1,5,1,8,8,2,2,1,5,1
50606010,16,2,16,2,14,5,5,8,2,8,2,6,1,1,8,2,8,2,6,1,1,1
50606040,12,12,12,12,2,10,1,8,8,8,8,2,6,1,4,8,8,4,2,2,1,0
50631020,16,12,10,12,2,6,4,8,8,6,8,2,2,4,8,8,6,4,2,2,4,1
50631030,12,16,16,8,16,,12,8,8,8,4,8,,8,4,8,8,4,8,,4,0
50763020,12,16,16,16,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1
50766040,15,16,16,16,,,16,7,8,8,8,,,8,7,8,8,8,,,8,1
50803010,,14,14,10,14,10,9,,6,6,6,6,6,5,,6,6,2,6,2,1,1
50823010,12,7,7,5,3,3,6,8,3,3,1,3,3,2,4,3,3,1,3,3,2,1
50823040,12,12,16,14,10,10,10,8,8,8,6,6,6,6,4,8,8,6,2,6,6,0
50842010,16,12,,,16,,,8,8,,,8,,,8,4,,,8,,,1
50869020,11,9,1,1,10,1,1,7,5,1,1,6,1,1,3,1,1,1,2,1,1,1
50869030,14,9,9,9,11,9,1,6,5,5,5,7,5,1,6,5,5,5,7,5,1,1
50885040,10,14,16,12,10,14,,6,6,8,8,6,6,,2,6,8,4,2,6,,1
50895040,10,4,12,9,4,,12,6,4,8,5,4,,8,2,4,4,1,4,,4,0
50903010,10,10,10,,10,9,13,6,6,6,,6,5,5,2,2,6,,2,1,5,1
50925010,12,10,10,10,10,10,10,8,6,6,6,6,6,6,8,6,6,2,2,6,2,1
50945010,,7,,1,,1,9,,3,,1,,1,5,,3,,1,,1,1,1
50945040,,12,,12,,8,12,,8,,8,,4,8,,4,,4,,4,4,0
50972040,11,15,12,15,3,10,,7,7,8,7,3,6,,7,7,8,7,3,6,,1
51003040,6,,2,1,4,2,,2,,2,1,4,2,,2,,2,1,4,2,,0
51062040,1,9,11,11,9,9,9,1,5,7,7,5,5,5,1,1,3,7,1,1,1,0
51174021,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0
51174030,12,,12,12,4,4,2,8,,8,8,4,4,2,8,,4,8,4,4,2,0
51185010,4,6,2,1,2,1,,4,2,2,1,2,1,,4,2,2,1,2,1,,1
51217010,12,4,4,4,12,,,8,4,4,4,8,,,8,4,4,4,4,,,1
51225010,2,1,1,,9,,,2,1,1,,5,,,2,1,1,,5,,,1
51320011,10,2,2,2,12,12,12,6,2,2,2,8,8,8,2,2,2,2,4,8,8,0
51345030,9,10,9,10,10,,,5,6,5,6,6,,,5,6,5,2,2,,,0
51381010,,11,4,4,2,4,,,7,4,4,2,4,,,3,4,4,2,4,,1
51405020,12,16,12,4,15,16,12,8,8,8,4,7,8,8,8,8,8,4,7,8,8,1
51417030,1,2,3,6,12,3,,1,2,3,2,8,3,,1,2,3,2,8,3,,0
51423010,16,16,16,16,16,12,1,8,8,8,8,8,8,1,8,8,8,8,8,4,1,1
51423011,16,16,16,16,16,16,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
51456020,12,16,8,12,16,16,3,8,8,4,8,8,8,3,8,8,4,8,8,8,3,1
51467010,16,10,14,14,9,1,1,8,6,6,6,5,1,1,8,6,6,6,5,1,1,1
51467011,8,2,2,6,2,14,2,4,2,2,2,2,6,2,4,2,2,2,2,6,2,0
51550020,1,1,1,1,,,2,1,1,1,1,,,2,1,1,1,1,,,2,1
51589010,3,10,16,8,12,15,4,3,6,8,4,8,7,4,3,2,8,4,8,7,4,1
51655040,,2,1,4,12,4,1,,2,1,4,8,4,1,,2,1,4,8,4,1,1
51698010,1,10,1,2,1,1,1,1,6,1,2,1,1,1,1,2,1,2,1,1,1,1
52191010,12,2,1,2,10,2,,8,2,1,2,6,2,,4,2,1,2,2,2,,1
52207020,9,10,15,,,1,11,5,6,7,,,1,7,5,2,7,,,1,3,1
52207030,10,2,12,,10,10,12,6,2,8,,6,6,8,6,2,4,,2,6,4,0
52277010,,2,2,2,,2,,,2,2,2,,2,,,2,2,2,,2,,1
52277040,,1,1,1,,5,,,1,1,1,,1,,,1,1,1,,1,,1
52289010,4,12,13,16,14,3,6,4,8,5,8,6,3,2,4,8,5,8,6,3,2,1
52295030,3,11,1,1,11,9,3,3,7,1,1,7,5,3,3,7,1,1,3,1,3,0
52337011,16,16,16,,16,,,8,8,8,,8,,,8,8,8,,8,,,0
52362020,4,4,12,12,4,4,2,4,4,8,8,4,4,2,4,4,4,8,4,4,2,1
52382020,4,9,16,16,12,5,,4,5,8,8,8,1,,4,5,8,8,8,1,,1
52392011,14,10,11,2,14,1,10,6,6,7,2,6,1,6,6,2,7,2,6,1,2,1
52413020,6,11,1,,1,4,9,2,7,1,,1,4,5,2,3,1,,1,4,1,1
52441010,3,6,4,11,4,16,3,3,2,4,7,4,8,3,3,2,4,7,4,8,3,1
52468040,11,9,9,9,10,10,9,7,5,5,5,6,6,5,7,5,5,1,6,2,1,0
52492020,16,12,12,11,12,11,11,8,8,8,7,8,7,7,8,8,8,7,8,7,7,1
52745030,9,16,12,12,12,4,3,5,8,8,8,8,4,3,5,8,8,8,4,4,3,0
52749010,10,10,1,9,9,9,,6,6,1,5,5,5,,6,6,1,1,5,5,,1
52884020,14,14,16,16,14,,14,6,6,8,8,6,,6,6,6,8,8,6,,6,1
52904020,16,16,16,7,11,9,6,8,8,8,3,7,5,2,8,8,8,3,3,1,2,1
52946010,13,5,7,5,5,5,5,5,1,3,1,1,1,1,5,1,3,1,1,1,1,1
52987020,9,9,9,9,9,9,,5,5,5,5,5,5,,5,5,5,1,5,1,,1
52996010,2,14,14,4,4,9,4,2,6,6,4,4,5,4,2,6,6,4,4,5,4,1
53033030,2,2,2,9,10,9,1,2,2,2,5,6,5,1,2,2,2,1,2,1,1,0
53033031,1,9,1,1,2,1,1,1,5,1,1,2,1,1,1,1,1,1,2,1,1,0
53088010,14,12,10,12,12,,,6,8,6,8,8,,,6,8,6,4,4,,,1
53095041,2,8,16,12,15,7,7,2,4,8,8,7,3,3,2,4,8,8,7,3,3,0
53266010,2,14,12,16,16,,,2,6,8,8,8,,,2,6,4,8,8,,,1
53320020,1,2,12,6,8,14,2,1,2,8,2,4,6,2,1,2,8,2,4,6,2,1
53764020,6,2,6,,,,,2,2,2,,,,,2,2,2,,,,,1
53780010,12,,12,16,,,,8,,8,8,,,,4,,4,8,,,,1
53782010,12,10,12,10,9,10,10,8,6,8,6,5,6,6,8,6,8,2,1,6,2,1
53788020,10,,9,12,10,14,,6,,5,8,6,6,,2,,5,8,2,6,,1
53788030,14,14,10,6,10,10,,6,6,6,2,6,6,,6,6,2,2,2,2,,1
53824030,16,12,16,14,16,16,14,8,8,8,6,8,8,6,8,8,8,6,8,8,6,0
53828020,11,12,12,12,12,12,12,7,8,8,8,8,8,8,3,8,4,4,4,4,4,1
53828030,11,12,12,11,12,12,,7,8,8,7,8,8,,3,8,8,7,8,4,,1
53871010,12,4,14,12,12,2,2,8,4,6,8,8,2,2,4,4,6,4,4,2,2,1
53871011,,,10,14,1,1,1,,,6,6,1,1,1,,,6,6,1,1,1,1
53871021,16,14,10,16,14,16,16,8,6,6,8,6,8,8,8,6,2,8,6,8,8,1
53940010,4,4,12,14,12,16,16,4,4,8,6,8,8,8,4,4,8,6,4,8,8,1
54000010,4,12,12,4,1,12,2,4,8,8,4,1,8,2,4,8,8,4,1,4,2,1
54082010,14,2,14,12,10,,2,6,2,6,8,6,,2,6,2,6,8,2,,2,1
54098020,,4,1,,12,3,4,,4,1,,8,3,4,,4,1,,4,3,4,1
54098030,,16,16,,14,16,12,,8,8,,6,8,8,,8,8,,6,8,4,0
54111020,6,6,6,6,6,14,6,2,2,2,2,2,6,2,2,2,2,2,2,6,2,1
54111030,16,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
54124010,4,4,10,10,10,2,9,4,4,6,6,6,2,5,4,4,6,2,2,2,1,1
54129010,16,16,15,16,16,11,16,8,8,7,8,8,7,8,8,8,7,8,8,7,8,1
54137010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54271010,13,10,11,9,9,9,,5,6,7,5,5,5,,5,2,3,5,1,1,,1
54271020,,,,2,2,2,1,,,,2,2,2,1,,,,2,2,2,1,1
54312010,4,5,5,5,1,13,9,4,1,1,1,1,5,5,4,1,1,1,1,5,1,1
54312040,10,2,16,10,14,14,5,6,2,8,6,6,6,1,2,2,8,2,6,6,1,1
54387010,10,10,10,12,12,10,14,6,6,6,8,8,6,6,6,6,6,8,8,6,6,1
54387020,2,2,2,14,3,10,10,2,2,2,6,3,6,6,2,2,2,6,3,2,2,1
54395010,1,14,14,10,10,9,5,1,6,6,6,6,5,1,1,6,6,6,6,5,1,1
54479010,1,2,9,1,1,,1,1,2,5,1,1,,1,1,2,1,1,1,,1,1
54479011,,2,14,,12,14,,,2,6,,8,6,,,2,6,,4,6,,0
54479012,5,5,9,12,2,2,,1,1,5,8,2,2,,1,1,1,4,2,2,,0
54509030,1,14,1,2,1,1,13,1,6,1,2,1,1,5,1,6,1,2,1,1,5,0
54509031,16,12,10,9,9,10,,8,8,6,5,5,6,,8,4,2,1,1,2,,0
54641010,4,12,4,4,11,8,2,4,8,4,4,7,4,2,4,4,4,4,3,4,2,1
54641020,12,12,12,12,11,16,9,8,8,8,8,7,8,5,8,8,8,8,7,8,5,1
54650010,15,15,15,12,11,9,11,7,7,7,8,7,5,7,7,7,7,4,3,5,3,1
54673010,14,2,2,,1,1,,6,2,2,,1,1,,6,2,2,,1,1,,1
54818010,12,12,15,16,8,11,,8,8,7,8,4,7,,4,4,7,8,4,3,,1
54829010,8,4,8,4,10,12,11,4,4,4,4,6,8,7,4,4,4,4,6,4,7,1
54829020,8,8,8,5,8,6,6,4,4,4,1,4,2,2,4,4,4,1,4,2,2,1
54831010,11,16,7,15,11,11,,7,8,3,7,7,7,,3,8,3,7,3,3,,1
54831020,9,16,12,15,15,11,,5,8,8,7,7,7,,5,8,8,7,7,7,,1
54932010,11,12,11,12,11,9,,7,8,7,8,7,5,,3,8,7,4,3,5,,1
55088020,14,16,14,9,5,,,6,8,6,5,1,,,6,8,6,5,1,,,1
55096020,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1
55185010,10,14,5,9,9,10,9,6,6,1,5,5,6,5,2,6,1,1,5,6,1,1
55212040,10,12,10,10,4,12,12,6,8,6,6,4,8,8,2,8,6,6,4,8,8,0
55292010,1,7,3,3,1,1,13,1,3,3,3,1,1,5,1,3,3,3,1,1,5,1
55363010,6,8,6,6,,,,2,4,2,2,,,,2,4,2,2,,,,1
55363040,4,15,16,8,8,12,12,4,7,8,4,4,8,8,4,7,8,4,4,4,4,1
55403030,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0
55570010,10,10,10,2,12,10,12,6,6,6,2,8,6,8,6,2,2,2,8,2,4,1
55574020,12,7,11,9,1,9,3,8,3,7,5,1,5,3,4,3,7,1,1,1,3,1
55975020,,,14,16,14,14,,,,6,8,6,6,,,,6,8,6,6,,1
56010020,14,2,10,12,10,3,5,6,2,6,8,6,3,1,6,2,2,4,2,3,1,1
56030011,9,9,1,10,1,,1,5,5,1,6,1,,1,1,1,1,6,1,,1,0
56117020,10,2,2,14,2,2,2,6,2,2,6,2,2,2,2,2,2,6,2,2,2,1
56117030,14,16,12,16,2,12,10,6,8,8,8,2,8,6,6,8,8,8,2,8,6,0
56117031,9,10,2,2,1,2,1,5,6,2,2,1,2,1,1,2,2,2,1,2,1,0
56138010,4,11,4,12,9,1,,4,7,4,8,5,1,,4,3,4,4,1,1,,1
56138040,2,4,12,1,3,2,,2,4,8,1,3,2,,2,4,4,1,3,2,,0
56296020,10,10,10,12,12,16,10,6,6,6,8,8,8,6,6,6,6,4,8,8,6,1
56323011,10,9,10,9,10,10,2,6,5,6,5,6,6,2,2,5,6,1,6,2,2,0
56354030,,,2,2,12,2,11,,,2,2,8,2,7,,,2,2,4,2,3,0
56469010,1,1,1,,,,,1,1,1,,,,,1,1,1,,,,,1
56550010,7,1,5,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1
56564020,15,15,15,13,8,13,7,7,7,7,5,4,5,3,7,7,7,5,4,5,3,1
56651010,1,1,3,1,1,13,1,1,1,3,1,1,5,1,1,1,3,1,1,5,1,1
56651011,3,3,7,5,7,5,7,3,3,3,1,3,1,3,3,3,3,1,3,1,3,1
56712010,14,6,6,6,2,2,,6,2,2,2,2,2,,6,2,2,2,2,2,,1
56712040,16,16,16,12,12,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,0
56714020,16,11,,16,16,16,12,8,7,,8,8,8,8,8,7,,8,8,8,8,0
56778010,16,6,16,,,,,8,2,8,,,,,8,2,8,,,,,1
56853010,12,12,4,16,,12,,8,8,4,8,,8,,8,8,4,8,,8,,1
56991030,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1
57093010,10,10,16,12,,,,6,6,8,8,,,,6,6,8,8,,,,1
57117010,2,12,12,16,14,14,10,2,8,8,8,6,6,6,2,4,4,8,6,6,2,1
57117020,4,1,5,5,5,1,,4,1,1,1,1,1,,4,1,1,1,1,1,,1
57170010,9,,9,15,9,9,9,5,,5,7,5,5,5,1,,1,7,1,1,1,1
57226010,4,2,2,,1,1,,4,2,2,,1,1,,4,2,2,,1,1,,1
57227010,14,16,6,,,,16,6,8,2,,,,8,6,8,2,,,,8,1
57227020,16,16,1,,,,,8,8,1,,,,,8,8,1,,,,,1
57296010,13,1,9,9,1,1,9,5,1,5,5,1,1,5,5,1,1,5,1,1,1,1
57364010,5,,7,,15,,,1,,3,,7,,,1,,3,,7,,,1
57364040,12,16,16,12,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
57506010,16,12,16,16,16,15,9,8,8,8,8,8,7,5,8,8,8,8,8,7,1,1
57506040,,9,9,13,9,9,,,5,5,5,5,5,,,1,5,5,1,1,,0
57612030,12,1,,1,11,1,13,8,1,,1,7,1,5,8,1,,1,3,1,5,0
57629010,9,,9,1,1,1,1,5,,5,1,1,1,1,5,,5,1,1,1,1,1
57630010,2,2,2,6,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1
57714010,1,1,3,1,1,1,,1,1,3,1,1,1,,1,1,3,1,1,1,,1
57714040,9,12,3,1,1,5,9,5,8,3,1,1,1,5,5,8,3,1,1,1,1,1
57946010,2,12,12,4,,2,12,2,8,8,4,,2,8,2,8,4,4,,2,4,1
57946011,2,2,2,2,1,5,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1
58049040,3,8,6,10,2,2,6,3,4,2,6,2,2,2,3,4,2,6,2,2,2,0
58093010,12,10,10,10,10,2,9,8,6,6,6,6,2,5,8,2,6,6,2,2,1,1
58125020,10,10,2,10,,10,10,6,6,2,6,,6,6,6,2,2,6,,6,6,1
58251010,,16,16,16,12,12,12,,8,8,8,8,8,8,,8,8,8,4,8,8,1
58309010,12,,,9,13,,,8,,,5,5,,,8,,,5,5,,,1
58384020,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1
58384030,1,1,1,1,2,1,,1,1,1,1,2,1,,1,1,1,1,2,1,,1
58501010,,12,15,11,12,11,11,,8,7,7,8,7,7,,8,7,7,8,7,7,1
58508010,10,12,10,12,10,,,6,8,6,8,6,,,2,4,2,8,2,,,1
58508020,11,11,11,11,9,,,7,7,7,7,5,,,7,7,7,7,5,,,1
58589020,13,13,,9,9,9,9,5,5,,5,5,5,5,5,5,,5,5,5,5,1
58648010,10,10,9,10,10,13,13,6,6,5,6,6,5,5,2,6,5,6,6,5,5,1
58888010,2,1,15,16,,,,2,1,7,8,,,,2,1,7,8,,,,1
58974010,14,15,16,14,14,14,16,6,7,8,6,6,6,8,6,7,8,6,6,6,8,1
59051020,11,12,11,14,,,,7,8,7,6,,,,7,8,3,6,,,,1
59060040,9,9,1,9,9,1,1,5,5,1,5,5,1,1,1,5,1,1,1,1,1,1
59063010,8,3,12,16,16,12,,4,3,8,8,8,8,,4,3,8,8,8,4,,1
59072010,9,12,9,9,1,9,1,5,8,5,5,1,5,1,1,4,1,5,1,5,1,1
59279010,10,16,12,12,12,12,,6,8,8,8,8,8,,6,8,4,4,4,4,,1
59346020,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59368010,4,12,2,16,12,6,,4,8,2,8,8,2,,4,8,2,8,8,2,,1
59368040,12,2,1,16,10,6,14,8,2,1,8,6,2,6,4,2,1,8,6,2,6,0
59569010,12,14,10,13,,,,8,6,6,5,,,,8,6,2,5,,,,1
59625010,1,,,10,10,,,1,,,6,6,,,1,,,2,2,,,1
59696010,2,1,10,14,6,2,,2,1,6,6,2,2,,2,1,2,6,2,2,,1
59897010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
59897020,16,12,10,16,14,12,,8,8,6,8,6,8,,8,4,6,8,6,8,,1
59939011,16,16,15,8,15,12,,8,8,7,4,7,8,,8,8,7,4,7,4,,1
60027010,16,1,16,10,10,1,1,8,1,8,6,6,1,1,8,1,8,6,6,1,1,1
60028010,11,11,1,15,15,,16,7,7,1,7,7,,8,3,7,1,7,7,,8,1
60148040,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,0
60311010,15,15,16,16,16,15,11,7,7,8,8,8,7,7,7,7,8,8,8,7,3,1
60311020,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
60314020,16,12,12,14,16,16,12,8,8,8,6,8,8,8,8,4,8,6,8,8,4,1
60316040,12,16,11,11,9,9,9,8,8,7,7,5,5,5,8,8,7,7,1,5,5,1
60330020,12,11,12,12,16,16,12,8,7,8,8,8,8,8,8,3,8,8,8,8,8,1
60353010,16,16,16,16,16,16,14,8,8,8,8,8,8,6,8,8,8,8,8,8,6,1
60353020,16,12,16,12,16,12,16,8,8,8,8,8,8,8,8,8,8,4,8,8,8,1
60386020,1,3,10,9,11,11,,1,3,6,5,7,7,,1,3,2,1,3,3,,1
60386030,10,6,10,12,10,4,,6,2,6,8,6,4,,2,2,6,8,2,4,,0
60436010,12,16,12,16,16,12,16,8,8,8,8,8,8,8,8,8,4,8,8,8,8,1
60513010,3,16,15,16,11,3,3,3,8,7,8,7,3,3,3,8,7,8,3,3,3,1
60516011,9,11,9,10,2,2,,5,7,5,6,2,2,,1,3,1,2,2,2,,0
60539010,2,10,2,1,2,2,1,2,6,2,1,2,2,1,2,2,2,1,2,2,1,1
60615010,,12,4,,2,2,2,,8,4,,2,2,2,,8,4,,2,2,2,1
60615020,,12,,,11,12,10,,8,,,7,8,6,,8,,,7,8,6,1
60656020,11,12,12,13,15,1,1,7,8,8,5,7,1,1,7,8,8,5,7,1,1,1
60656030,16,16,16,16,12,12,10,8,8,8,8,8,8,6,8,8,8,8,4,4,2,1
60769040,3,3,11,4,1,1,,3,3,7,4,1,1,,3,3,3,4,1,1,,1
60769041,16,16,12,16,4,4,12,8,8,8,8,4,4,8,8,8,8,8,4,4,4,0
60793040,14,10,12,2,12,9,16,6,6,8,2,8,5,8,6,2,4,2,4,1,8,1
60965010,8,8,12,1,4,16,4,4,4,8,1,4,8,4,4,4,4,1,4,8,4,1
60969020,16,16,7,16,14,6,8,8,8,3,8,6,2,4,8,8,3,8,6,2,4,1
61052010,,12,10,,,2,,,8,6,,,2,,,4,2,,,2,,1
61143010,2,4,2,2,2,4,6,2,4,2,2,2,4,2,2,4,2,2,2,4,2,1
61143011,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1
61167010,10,14,12,12,10,2,9,6,6,8,8,6,2,5,2,6,4,4,6,2,1,1
61213040,1,2,1,1,1,1,9,1,2,1,1,1,1,5,1,2,1,1,1,1,1,0
61215020,12,12,2,10,14,12,12,8,8,2,6,6,8,8,8,4,2,2,6,4,4,1
61230010,2,10,10,10,2,1,,2,6,6,6,2,1,,2,2,6,2,2,1,,1
61230040,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,0
61249010,16,16,16,12,16,12,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
61252010,16,1,11,9,1,1,1,8,1,7,5,1,1,1,8,1,3,1,1,1,1,1
62176010,,9,,9,15,11,,,5,,5,7,7,,,5,,1,7,7,,1
62295010,7,4,16,16,16,16,12,3,4,8,8,8,8,8,3,4,8,8,8,8,4,1
62295020,12,16,12,12,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
62890010,16,14,6,14,14,10,14,8,6,2,6,6,6,6,8,6,2,6,6,6,6,1
63028020,14,4,1,4,16,13,15,6,4,1,4,8,5,7,6,4,1,4,8,5,7,1
63028030,16,9,1,3,5,5,5,8,5,1,3,1,1,1,8,1,1,3,1,1,1,0
63300030,,12,16,12,,,2,,8,8,8,,,2,,4,8,8,,,2,0
63400010,1,3,1,6,2,11,1,1,3,1,2,2,7,1,1,3,1,2,2,3,1,1
63400040,10,16,9,10,6,10,,6,8,5,6,2,6,,2,8,5,6,2,2,,1
63568010,,,5,1,1,1,,,,1,1,1,1,,,,1,1,1,1,,1
63568020,,,1,10,10,13,,,,1,6,6,5,,,,1,2,6,5,,1
63699010,,,12,9,9,1,12,,,8,5,5,1,8,,,8,1,1,1,8,1
63699040,,,10,12,4,4,9,,,6,8,4,4,5,,,2,4,4,4,1,1
63733010,12,10,12,4,,9,,8,6,8,4,,5,,4,2,4,4,,1,,1
64302010,5,14,2,10,1,5,13,1,6,2,6,1,1,5,1,6,2,2,1,1,5,1
64391010,5,6,8,2,1,1,1,1,2,4,2,1,1,1,1,2,4,2,1,1,1,1
64391040,12,5,6,1,13,15,1,8,1,2,1,5,7,1,8,1,2,1,5,7,1,1
64393010,,6,2,6,14,6,6,,2,2,2,6,2,2,,2,2,2,6,2,2,1
64393040,,6,5,1,2,2,2,,2,1,1,2,2,2,,2,1,1,2,2,2,0
64399010,13,16,13,14,13,,14,5,8,5,6,5,,6,5,8,5,6,5,,6,1
64609010,14,16,14,2,6,6,6,6,8,6,2,2,2,2,6,8,6,2,2,2,2,1
64609011,,16,2,10,2,9,,,8,2,6,2,5,,,8,2,2,2,1,,0
64609040,10,2,2,4,12,9,12,6,2,2,4,8,5,8,2,2,2,4,4,1,4,0
64609043,,,6,14,16,16,6,,,2,6,8,8,2,,,2,6,8,8,2,0
64614020,16,16,1,14,10,2,14,8,8,1,6,6,2,6,8,8,1,6,2,2,6,1
64739010,15,16,13,5,1,1,,7,8,5,1,1,1,,7,8,5,1,1,1,,1
64812010,5,10,14,2,2,2,10,1,6,6,2,2,2,6,1,2,6,2,2,2,6,1
64880040,13,13,10,13,9,10,13,5,5,6,5,5,6,5,5,5,6,5,5,6,5,0
64887040,10,14,14,16,4,9,12,6,6,6,8,4,5,8,2,6,6,8,4,1,8,0
65170040,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
65495040,,,,12,16,12,12,,,,8,8,8,8,,,,8,8,8,8,0
65550020,14,14,14,13,1,,,6,6,6,5,1,,,6,6,6,5,1,,,1
65586010,12,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
65586040,15,16,15,15,12,16,16,7,8,7,7,8,8,8,7,8,7,7,8,8,8,0
65761010,8,8,8,8,,,,4,4,4,4,,,,4,4,4,4,,,,1
66020010,,,10,1,14,2,10,,,6,1,6,2,6,,,2,1,6,2,2,1
71021020,14,6,8,,8,2,,6,2,4,,4,2,,6,2,4,,4,2,,1
71173010,13,1,1,1,1,1,,5,1,1,1,1,1,,5,1,1,1,1,1,,1
71203010,5,8,1,,,9,,1,4,1,,,5,,1,4,1,,,1,,1
71258010,5,16,6,9,10,16,16,1,8,2,5,6,8,8,1,8,2,1,6,8,8,1
71258020,14,16,12,12,14,16,16,6,8,8,8,6,8,8,6,8,8,8,6,8,8,1
71402010,2,15,3,9,3,1,3,2,7,3,5,3,1,3,2,7,3,1,3,1,3,1
71402020,10,12,16,4,12,4,12,6,8,8,4,8,4,8,6,4,8,4,4,4,4,1
