hhidpn,F_4_leisure_07,F_4_leisure_09,F_4_leisure_11,F_4_leisure_13,F_4_leisure_15,F_4_leisure_17,F_4_leisure_19,F_3_leisure_07,F_3_leisure_09,F_3_leisure_11,F_3_leisure_13,F_3_leisure_15,F_3_leisure_17,F_3_leisure_19,F_3_leisuremp_07,F_3_leisuremp_09,F_3_leisuremp_11,F_3_leisuremp_13,F_3_leisuremp_15,F_3_leisuremp_17,F_3_leisuremp_19,agegroup
71438020,2,1,5,1,1,1,,2,1,1,1,1,1,,2,1,1,1,1,1,,1
71750040,12,4,16,1,9,11,,8,4,8,1,5,7,,4,4,8,1,5,3,,0
71795010,,7,13,7,1,1,5,,3,5,3,1,1,1,,3,5,3,1,1,1,1
71795020,,16,16,8,3,4,9,,8,8,4,3,4,5,,8,8,4,3,4,1,1
71962010,4,8,6,6,14,2,,4,4,2,2,6,2,,4,4,2,2,6,2,,1
72004010,12,11,15,12,16,11,11,8,7,7,8,8,7,7,8,7,7,8,8,7,7,1
72004020,1,10,9,9,12,1,1,1,6,5,5,8,1,1,1,6,1,1,8,1,1,1
72009010,6,,10,,,1,,2,,6,,,1,,2,,2,,,1,,1
72009040,5,,1,,,10,,1,,1,,,6,,1,,1,,,6,,0
72056010,5,16,12,10,10,,,1,8,8,6,6,,,1,8,8,2,2,,,1
72106010,5,5,,9,,,1,1,1,,5,,,1,1,1,,1,,,1,1
72106040,12,14,9,12,10,12,12,8,6,5,8,6,8,8,8,6,1,8,2,8,8,0
72327040,6,5,8,8,7,6,4,2,1,4,4,3,2,4,2,1,4,4,3,2,4,0
72350010,14,14,4,2,4,16,2,6,6,4,2,4,8,2,6,6,4,2,4,8,2,1
72350011,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
72362010,9,12,12,12,12,11,11,5,8,8,8,8,7,7,5,8,8,8,8,7,7,1
72383010,6,6,,,1,2,,2,2,,,1,2,,2,2,,,1,2,,1
72431020,,,5,14,10,,,,,1,6,6,,,,,1,6,2,,,1
72510010,14,,14,10,14,10,6,6,,6,6,6,6,2,6,,6,6,6,6,2,1
72756010,2,15,12,3,1,1,4,2,7,8,3,1,1,4,2,7,4,3,1,1,4,1
72756020,12,16,11,11,16,9,12,8,8,7,7,8,5,8,8,8,7,3,8,5,8,1
72857010,8,4,7,3,5,1,5,4,4,3,3,1,1,1,4,4,3,3,1,1,1,1
72857020,12,16,16,16,15,16,11,8,8,8,8,7,8,7,8,8,8,8,7,8,7,1
72862010,10,14,14,14,14,10,13,6,6,6,6,6,6,5,6,6,6,6,6,2,5,1
72945030,1,14,10,9,11,2,,1,6,6,5,7,2,,1,6,2,1,3,2,,0
72954020,12,10,12,4,12,9,12,8,6,8,4,8,5,8,8,2,4,4,4,1,8,1
72954021,,,16,15,9,15,12,,,8,7,5,7,8,,,8,7,5,7,8,1
73030010,10,2,2,2,1,1,1,6,2,2,2,1,1,1,2,2,2,2,1,1,1,1
73108011,11,7,8,16,8,16,16,7,3,4,8,4,8,8,3,3,4,8,4,8,8,1
73118020,9,16,12,9,11,9,9,5,8,8,5,7,5,5,5,8,4,1,7,5,1,1
73155010,16,16,12,16,16,8,16,8,8,8,8,8,4,8,8,8,8,8,8,4,8,1
73331010,4,3,12,12,4,4,12,4,3,8,8,4,4,8,4,3,4,4,4,4,4,1
73393010,10,10,13,9,1,2,1,6,6,5,5,1,2,1,2,2,5,1,1,2,1,1
73406010,14,11,14,13,14,14,14,6,7,6,5,6,6,6,6,3,6,5,6,6,6,1
73406011,14,16,6,16,14,8,14,6,8,2,8,6,4,6,6,8,2,8,6,4,6,0
73485030,4,1,2,2,14,5,,4,1,2,2,6,1,,4,1,2,2,6,1,,0
73575020,3,1,6,2,4,2,2,3,1,2,2,4,2,2,3,1,2,2,4,2,2,1
73575030,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,0
73576010,12,12,12,12,12,12,16,8,8,8,8,8,8,8,8,8,4,8,8,4,8,1
73757010,4,8,16,4,12,4,,4,4,8,4,8,4,,4,4,8,4,4,4,,1
73757040,16,16,16,12,16,12,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
73841010,14,6,14,14,10,14,6,6,2,6,6,6,6,2,6,2,6,6,6,6,2,1
73841040,10,1,9,10,2,9,2,6,1,5,6,2,5,2,2,1,1,2,2,1,2,0
73855020,,4,16,12,,,,,4,8,8,,,,,4,8,8,,,,1
73933010,11,15,11,15,11,15,15,7,7,7,7,7,7,7,3,7,3,7,3,7,7,1
73933020,1,9,2,2,5,2,1,1,5,2,2,1,2,1,1,1,2,2,1,2,1,1
74053010,12,10,9,,,9,9,8,6,5,,,5,5,8,6,5,,,1,1,1
74220010,4,8,14,16,,8,6,4,4,6,8,,4,2,4,4,6,8,,4,2,1
74220020,13,5,5,13,5,,5,5,1,1,5,1,,1,5,1,1,5,1,,1,1
74243010,16,16,16,16,12,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
74258010,2,2,2,1,1,6,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1
74258020,16,14,16,12,12,12,12,8,6,8,8,8,8,8,8,6,8,4,8,8,8,1
74266010,16,16,12,12,12,16,12,8,8,8,8,8,8,8,8,8,8,4,4,8,8,1
74266040,15,12,16,15,16,12,,7,8,8,7,8,8,,7,8,8,7,8,8,,1
74297010,16,16,8,7,16,15,15,8,8,4,3,8,7,7,8,8,4,3,8,7,7,1
74368010,,,,16,12,12,,,,,8,8,8,,,,,8,8,8,,1
74368011,,,,16,10,16,,,,,8,6,8,,,,,8,2,8,,0
74656010,16,16,14,11,16,12,16,8,8,6,7,8,8,8,8,8,6,3,8,8,8,1
74660010,16,16,11,16,15,1,,8,8,7,8,7,1,,8,8,3,8,7,1,,1
74666010,16,12,12,15,12,12,16,8,8,8,7,8,8,8,8,8,8,7,8,8,8,1
74670040,10,2,2,1,2,13,,6,2,2,1,2,5,,6,2,2,1,2,5,,0
74716040,1,2,9,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1
74962020,2,12,16,12,12,8,10,2,8,8,8,8,4,6,2,4,8,4,8,4,6,1
75035040,1,1,1,2,6,6,6,1,1,1,2,2,2,2,1,1,1,2,2,2,2,0
75035041,9,9,1,9,11,10,11,5,5,1,5,7,6,7,1,1,1,1,7,6,7,1
75371010,12,12,12,12,11,11,12,8,8,8,8,7,7,8,8,8,8,8,7,7,8,1
75406010,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1
75406040,1,10,9,1,10,1,10,1,6,5,1,6,1,6,1,6,1,1,2,1,6,0
75411010,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1
75412020,16,11,11,3,11,11,16,8,7,7,3,7,7,8,8,3,7,3,3,7,8,1
75417010,11,1,3,11,11,11,1,7,1,3,7,7,7,1,3,1,3,7,3,3,1,1
75460010,1,3,3,7,1,1,1,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1
75460020,11,11,11,11,3,12,11,7,7,7,7,3,8,7,7,7,7,7,3,8,3,1
75573040,13,13,14,14,10,3,14,5,5,6,6,6,3,6,5,5,6,6,2,3,6,0
75582010,9,14,11,13,9,1,13,5,6,7,5,5,1,5,1,6,3,5,5,1,5,1
75750030,,10,1,,10,9,,,6,1,,6,5,,,2,1,,2,1,,1
75755010,12,11,2,12,12,10,16,8,7,2,8,8,6,8,8,7,2,8,4,2,8,1
75755020,11,10,15,12,13,14,13,7,6,7,8,5,6,5,7,2,7,8,5,6,5,1
75764010,7,3,5,7,7,3,6,3,3,1,3,3,3,2,3,3,1,3,3,3,2,1
75764020,12,12,12,12,12,4,10,8,8,8,8,8,4,6,8,8,4,4,4,4,6,1
75765020,8,12,12,,,,,4,8,8,,,,,4,4,4,,,,,1
75821020,12,16,16,16,14,14,6,8,8,8,8,6,6,2,8,8,8,8,6,6,2,1
75821030,10,10,11,2,10,3,1,6,6,7,2,6,3,1,6,6,3,2,2,3,1,1
75835020,12,12,3,10,12,9,10,8,8,3,6,8,5,6,8,8,3,6,8,1,2,1
75871010,16,4,2,4,12,2,,8,4,2,4,8,2,,8,4,2,4,4,2,,1
75888040,11,11,11,11,11,1,,7,7,7,7,7,1,,7,7,7,7,7,1,,0
75970010,16,8,15,16,15,14,16,8,4,7,8,7,6,8,8,4,7,8,7,6,8,1
75988010,10,10,16,1,9,1,,6,6,8,1,5,1,,2,2,8,1,1,1,,1
75988020,11,3,11,3,3,3,11,7,3,7,3,3,3,7,3,3,3,3,3,3,3,1
76111010,10,12,12,12,11,10,10,6,8,8,8,7,6,6,2,8,4,8,7,6,2,1
76111020,16,16,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,4,8,1
76124010,13,3,16,12,9,12,9,5,3,8,8,5,8,5,5,3,8,8,1,8,5,1
76130020,6,16,16,16,16,14,,2,8,8,8,8,6,,2,8,8,8,8,6,,1
76203010,16,12,12,15,12,9,11,8,8,8,7,8,5,7,8,8,8,7,8,5,3,1
76318010,,11,12,12,12,10,12,,7,8,8,8,6,8,,7,8,8,8,2,4,1
76382040,,,15,,12,16,,,,7,,8,8,,,,7,,8,8,,0
76404040,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,0
76539010,4,4,4,12,12,12,12,4,4,4,8,8,8,8,4,4,4,4,8,4,4,1
76583011,,,11,15,13,,,,,7,7,5,,,,,3,7,5,,,1
76616010,16,14,16,11,14,16,13,8,6,8,7,6,8,5,8,6,8,3,6,8,5,1
76616040,12,16,11,3,1,3,3,8,8,7,3,1,3,3,4,8,3,3,1,3,3,0
76624020,16,12,15,11,15,11,,8,8,7,7,7,7,,8,4,7,7,7,7,,1
76637020,16,16,12,16,12,12,16,8,8,8,8,8,8,8,8,8,8,8,8,4,8,1
76645020,16,14,10,11,,10,12,8,6,6,7,,6,8,8,6,6,7,,6,8,1
76656010,16,15,16,15,16,16,16,8,7,8,7,8,8,8,8,7,8,7,8,8,8,1
76656040,16,16,6,2,1,4,,8,8,2,2,1,4,,8,8,2,2,1,4,,0
76739020,8,8,8,12,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4,2,4,1
76782010,15,3,7,2,6,1,1,7,3,3,2,2,1,1,7,3,3,2,2,1,1,1
76791020,,16,,16,,14,,,8,,8,,6,,,8,,8,,6,,1
76821010,16,16,16,2,14,7,4,8,8,8,2,6,3,4,8,8,8,2,6,3,4,1
76821012,,9,11,14,13,9,13,,5,7,6,5,5,5,,1,7,6,5,5,5,0
76924011,12,12,12,12,10,2,,8,8,8,8,6,2,,8,4,4,8,6,2,,0
76930010,6,1,,,10,,,2,1,,,6,,,2,1,,,6,,,1
76933020,12,11,16,10,16,8,15,8,7,8,6,8,4,7,4,7,8,6,8,4,7,1
77020011,,16,,,16,8,6,,8,,,8,4,2,,8,,,8,4,2,0
77047020,10,10,9,16,3,11,9,6,6,5,8,3,7,5,6,2,5,8,3,3,5,1
77047021,,16,12,10,12,12,16,,8,8,6,8,8,8,,8,8,2,4,8,8,0
77125010,,2,1,2,2,6,2,,2,1,2,2,2,2,,2,1,2,2,2,2,1
77244010,1,9,9,9,11,15,1,1,5,5,5,7,7,1,1,1,5,1,3,7,1,1
77311010,16,12,12,11,12,12,4,8,8,8,7,8,8,4,8,8,8,7,8,4,4,1
77311040,16,11,11,11,11,15,11,8,7,7,7,7,7,7,8,7,7,3,3,7,7,1
77317010,2,10,2,,,,2,2,6,2,,,,2,2,2,2,,,,2,1
77317040,1,2,2,,,,2,1,2,2,,,,2,1,2,2,,,,2,0
77327010,16,16,16,16,14,16,14,8,8,8,8,6,8,6,8,8,8,8,6,8,6,1
77327040,16,16,16,16,16,16,15,8,8,8,8,8,8,7,8,8,8,8,8,8,7,0
77354020,14,14,16,14,12,,,6,6,8,6,8,,,6,6,8,6,8,,,1
77392020,12,10,12,10,12,9,13,8,6,8,6,8,5,5,4,2,8,6,8,1,5,1
77697010,16,16,16,,2,12,16,8,8,8,,2,8,8,8,8,8,,2,8,8,1
77714010,4,12,2,8,4,7,1,4,8,2,4,4,3,1,4,4,2,4,4,3,1,1
77766010,12,2,12,16,14,15,6,8,2,8,8,6,7,2,4,2,4,8,6,7,2,1
77861010,,2,2,2,4,1,2,,2,2,2,4,1,2,,2,2,2,4,1,2,1
77866010,16,16,16,16,16,16,10,8,8,8,8,8,8,6,8,8,8,8,8,8,6,1
77866020,13,1,9,1,9,1,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1
77921010,9,12,12,11,16,13,,5,8,8,7,8,5,,5,8,8,3,8,5,,1
77940020,12,10,3,12,3,3,8,8,6,3,8,3,3,4,8,6,3,4,3,3,4,1
78211010,6,14,16,14,14,10,14,2,6,8,6,6,6,6,2,6,8,6,6,2,6,1
78390010,16,14,8,16,16,16,,8,6,4,8,8,8,,8,6,4,8,8,8,,1
78390020,12,16,16,16,16,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
78404040,14,16,12,12,10,12,,6,8,8,8,6,8,,6,8,8,8,2,8,,0
78465030,16,14,16,16,12,12,8,8,6,8,8,8,8,4,8,6,8,8,4,4,4,1
78478020,16,16,16,16,16,16,5,8,8,8,8,8,8,1,8,8,8,8,8,8,1,1
78509010,16,16,8,16,,,,8,8,4,8,,,,8,8,4,8,,,,1
78529010,1,12,4,11,4,1,1,1,8,4,7,4,1,1,1,4,4,3,4,1,1,1
78566010,12,16,8,11,11,11,3,8,8,4,7,7,7,3,8,8,4,3,3,3,3,1
78582020,16,12,16,12,12,16,11,8,8,8,8,8,8,7,8,8,8,8,8,8,7,1
78625011,1,1,16,9,9,,5,1,1,8,5,5,,1,1,1,8,5,5,,1,0
78644020,1,,1,5,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1
78687030,16,10,11,14,14,10,10,8,6,7,6,6,6,6,8,6,7,6,6,6,6,0
78716011,8,8,8,8,16,8,8,4,4,4,4,8,4,4,4,4,4,4,8,4,4,0
78747020,3,1,2,2,12,,,3,1,2,2,8,,,3,1,2,2,8,,,1
78760010,10,9,14,10,10,9,9,6,5,6,6,6,5,5,6,5,6,6,6,5,1,1
78840010,12,12,16,15,16,12,16,8,8,8,7,8,8,8,4,8,8,7,8,4,8,1
78911030,12,12,2,10,2,6,1,8,8,2,6,2,2,1,4,4,2,2,2,2,1,1
78987010,10,10,12,10,10,10,12,6,6,8,6,6,6,8,2,6,4,2,2,2,8,1
78987020,12,12,16,12,12,12,12,8,8,8,8,8,8,8,4,8,8,8,8,4,8,1
78989010,12,9,12,1,14,10,6,8,5,8,1,6,6,2,8,1,4,1,6,6,2,1
78989040,3,1,2,12,1,1,1,3,1,2,8,1,1,1,3,1,2,4,1,1,1,0
79180011,2,1,1,1,2,2,,2,1,1,1,2,2,,2,1,1,1,2,2,,1
79194040,6,6,14,16,14,4,,2,2,6,8,6,4,,2,2,6,8,6,4,,0
79268010,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
79289010,14,14,10,14,10,10,,6,6,6,6,6,6,,6,6,6,6,2,2,,1
79318030,12,11,12,1,14,4,1,8,7,8,1,6,4,1,4,3,8,1,6,4,1,1
79433010,4,3,12,1,1,1,1,4,3,8,1,1,1,1,4,3,4,1,1,1,1,1
79433020,10,10,9,12,10,2,2,6,6,5,8,6,2,2,2,6,1,4,2,2,2,1
79450010,12,4,16,12,12,14,12,8,4,8,8,8,6,8,4,4,8,4,8,6,4,1
79450040,10,12,10,10,10,12,10,6,8,6,6,6,8,6,2,4,6,2,2,8,2,1
79479010,9,9,1,11,,,,5,5,1,7,,,,1,1,1,7,,,,1
79545011,1,11,9,13,10,9,,1,7,5,5,6,5,,1,3,1,5,2,5,,0
79545012,6,10,2,1,1,10,,2,6,2,1,1,6,,2,6,2,1,1,2,,1
79626010,2,1,1,2,10,10,9,2,1,1,2,6,6,5,2,1,1,2,2,2,1,1
79670030,,16,16,16,15,14,14,,8,8,8,7,6,6,,8,8,8,7,6,6,0
79670031,,16,16,16,14,13,14,,8,8,8,6,5,6,,8,8,8,6,5,6,0
79673010,10,12,10,12,10,10,9,6,8,6,8,6,6,5,2,4,6,4,2,2,1,1
79778010,16,12,4,12,12,4,4,8,8,4,8,8,4,4,8,4,4,4,4,4,4,1
79826010,16,10,9,11,9,1,,8,6,5,7,5,1,,8,6,5,3,1,1,,1
79907010,,10,10,10,1,,,,6,6,6,1,,,,6,6,2,1,,,1
79907020,,11,,2,10,,,,7,,2,6,,,,3,,2,2,,,1
79955010,12,12,12,14,10,2,10,8,8,8,6,6,2,6,4,8,8,6,2,2,2,1
80070020,12,9,5,1,1,1,,8,5,1,1,1,1,,8,1,1,1,1,1,,1
80115010,16,2,2,2,10,10,5,8,2,2,2,6,6,1,8,2,2,2,2,2,1,1
80115020,16,16,12,12,12,13,4,8,8,8,8,8,5,4,8,8,8,4,4,5,4,1
80353010,1,1,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
80353040,2,1,2,9,14,5,6,2,1,2,5,6,1,2,2,1,2,1,6,1,2,1
80586010,3,4,1,1,1,5,5,3,4,1,1,1,1,1,3,4,1,1,1,1,1,1
80605010,2,6,8,6,4,8,2,2,2,4,2,4,4,2,2,2,4,2,4,4,2,1
80860020,10,6,1,1,9,1,,6,2,1,1,5,1,,6,2,1,1,1,1,,1
81059010,12,12,12,10,9,13,1,8,8,8,6,5,5,1,4,8,8,6,1,5,1,1
81113010,,12,12,16,11,15,8,,8,8,8,7,7,4,,8,4,8,3,7,4,1
81113040,12,,12,16,16,16,16,8,,8,8,8,8,8,8,,4,8,8,8,8,0
81198020,16,12,16,15,16,,,8,8,8,7,8,,,8,8,8,7,8,,,1
81198030,8,15,1,1,1,,,4,7,1,1,1,,,4,7,1,1,1,,,1
81342010,,16,12,11,15,12,,,8,8,7,7,8,,,8,8,7,7,4,,1
81342040,12,10,12,9,10,3,4,8,6,8,5,6,3,4,8,2,4,1,2,3,4,0
81344010,9,9,9,9,9,5,9,5,5,5,5,5,1,5,1,1,1,5,1,1,1,1
81420010,10,2,2,2,2,2,1,6,2,2,2,2,2,1,2,2,2,2,2,2,1,1
81443010,1,2,1,6,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1
81443020,2,2,10,2,10,10,1,2,2,6,2,6,6,1,2,2,2,2,2,2,1,1
81519020,7,,16,6,,,,3,,8,2,,,,3,,8,2,,,,1
81553010,13,14,14,16,14,14,16,5,6,6,8,6,6,8,5,6,6,8,6,6,8,1
81553020,12,11,10,12,10,9,9,8,7,6,8,6,5,5,8,7,2,8,6,5,1,1
81554010,16,16,7,16,8,7,1,8,8,3,8,4,3,1,8,8,3,8,4,3,1,1
81554020,16,16,16,16,8,16,1,8,8,8,8,4,8,1,8,8,8,8,4,8,1,1
81563010,13,14,13,13,13,13,,5,6,5,5,5,5,,5,6,5,5,5,5,,1
81563020,14,14,14,14,14,14,6,6,6,6,6,6,6,2,6,6,6,6,6,6,2,1
81804010,12,10,10,10,12,10,9,8,6,6,6,8,6,5,4,2,2,2,4,2,1,1
81804040,12,12,12,12,12,12,16,8,8,8,8,8,8,8,4,4,8,8,8,8,8,0
81814010,16,16,11,10,14,12,13,8,8,7,6,6,8,5,8,8,3,2,6,4,5,1
81814011,16,14,,12,16,14,16,8,6,,8,8,6,8,8,6,,4,8,6,8,1
81825020,14,14,9,6,6,,14,6,6,5,2,2,,6,6,6,1,2,2,,6,1
81848020,12,12,12,12,14,10,16,8,8,8,8,6,6,8,8,4,8,8,6,6,8,1
81850010,1,3,3,1,9,9,1,1,3,3,1,5,5,1,1,3,3,1,5,1,1,1
81850011,16,12,10,9,12,8,12,8,8,6,5,8,4,8,8,4,2,5,4,4,4,0
81879010,6,2,2,6,2,2,10,2,2,2,2,2,2,6,2,2,2,2,2,2,2,1
81879020,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1
81888010,9,10,2,1,1,1,1,5,6,2,1,1,1,1,1,2,2,1,1,1,1,1
81925010,16,11,16,16,12,13,13,8,7,8,8,8,5,5,8,7,8,8,8,5,5,1
82033022,,15,13,13,13,16,,,7,5,5,5,8,,,7,5,5,5,8,,0
82096020,1,9,9,9,1,9,9,1,5,5,5,1,5,5,1,1,1,1,1,5,1,1
82147020,4,12,12,12,12,10,11,4,8,8,8,8,6,7,4,4,8,8,8,2,3,1
82247010,2,5,1,5,2,6,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1
82247020,10,1,13,9,1,1,1,6,1,5,5,1,1,1,2,1,5,1,1,1,1,1
82315020,14,16,10,13,1,8,9,6,8,6,5,1,4,5,6,8,6,5,1,4,1,1
82390010,1,5,6,5,5,,14,1,1,2,1,1,,6,1,1,2,1,1,,6,1
82390040,2,14,10,14,10,10,14,2,6,6,6,6,6,6,2,6,2,6,6,6,6,0
82468020,13,13,11,9,16,3,11,5,5,7,5,8,3,7,5,5,3,5,8,3,7,1
82483040,12,16,12,16,12,16,14,8,8,8,8,8,8,6,8,8,8,8,8,8,6,0
82486010,15,15,,11,15,7,11,7,7,,7,7,3,7,7,7,,3,7,3,3,1
82486020,11,3,,3,11,11,11,7,3,,3,7,7,7,7,3,,3,3,3,7,1
82525020,12,16,10,10,16,16,,8,8,6,6,8,8,,8,8,6,6,8,8,,1
82552010,12,,1,2,2,1,,8,,1,2,2,1,,8,,1,2,2,1,,1
82742010,8,16,16,16,16,16,11,4,8,8,8,8,8,7,4,8,8,8,8,8,3,1
82778010,2,12,14,10,1,1,,2,8,6,6,1,1,,2,4,6,2,1,1,,1
82778011,2,2,8,1,6,5,5,2,2,4,1,2,1,1,2,2,4,1,2,1,1,1
82796010,2,4,2,4,4,4,2,2,4,2,4,4,4,2,2,4,2,4,4,4,2,1
82796011,12,12,12,12,12,8,8,8,8,8,8,8,4,4,8,8,4,4,4,4,4,0
83051010,16,11,12,16,16,15,12,8,7,8,8,8,7,8,8,7,4,8,8,7,8,1
83051020,16,11,16,12,16,15,11,8,7,8,8,8,7,7,8,7,8,4,8,7,3,1
83108010,4,12,12,8,16,12,,4,8,8,4,8,8,,4,4,4,4,8,8,,1
83217020,10,12,12,12,12,12,1,6,8,8,8,8,8,1,2,8,8,4,8,4,1,1
83229030,12,2,12,10,2,5,16,8,2,8,6,2,1,8,8,2,8,2,2,1,8,0
83400010,14,10,10,10,10,10,,6,6,6,6,6,6,,6,6,2,6,6,2,,1
83440010,,1,5,5,6,8,6,,1,1,1,2,4,2,,1,1,1,2,4,2,1
83440020,,14,16,2,12,16,12,,6,8,2,8,8,8,,6,8,2,4,8,8,1
83474010,16,12,16,12,16,16,10,8,8,8,8,8,8,6,8,8,8,8,8,8,2,1
83474040,,,10,,2,2,,,,6,,2,2,,,,2,,2,2,,1
83478010,10,14,10,14,10,10,,6,6,6,6,6,6,,2,6,2,6,6,2,,1
83494010,16,12,12,16,12,10,,8,8,8,8,8,6,,8,8,8,8,4,2,,1
83494020,12,16,16,12,12,16,,8,8,8,8,8,8,,8,8,8,8,8,8,,1
83559011,2,9,5,1,1,1,,2,5,1,1,1,1,,2,1,1,1,1,1,,1
83640021,9,2,2,1,,1,2,5,2,2,1,,1,2,1,2,2,1,,1,2,0
83640030,10,11,16,12,12,2,10,6,7,8,8,8,2,6,2,3,8,8,4,2,2,0
83640031,1,4,4,8,4,6,5,1,4,4,4,4,2,1,1,4,4,4,4,2,1,0
83705020,4,2,16,2,16,10,10,4,2,8,2,8,6,6,4,2,8,2,8,2,2,1
83705030,14,16,16,16,16,16,16,6,8,8,8,8,8,8,6,8,8,8,8,8,8,1
83789010,2,10,10,4,2,12,10,2,6,6,4,2,8,6,2,2,2,4,2,8,6,1
83860020,10,2,10,10,1,1,,6,2,6,6,1,1,,2,2,2,2,1,1,,1
83871020,12,12,16,12,4,12,,8,8,8,8,4,8,,4,4,8,8,4,4,,1
83884020,14,16,10,14,10,14,16,6,8,6,6,6,6,8,6,8,6,6,2,6,8,1
83884030,14,9,14,10,9,1,1,6,5,6,6,5,1,1,6,1,6,6,1,1,1,1
83914020,2,2,2,6,2,10,2,2,2,2,2,2,6,2,2,2,2,2,2,6,2,1
83976020,4,4,4,12,,,,4,4,4,8,,,,4,4,4,4,,,,1
83976021,,2,2,10,10,10,1,,2,2,6,6,6,1,,2,2,2,2,2,1,0
84039010,2,16,4,10,2,12,2,2,8,4,6,2,8,2,2,8,4,2,2,4,2,1
84052010,2,14,4,16,8,2,2,2,6,4,8,4,2,2,2,6,4,8,4,2,2,1
84135010,12,12,3,16,12,12,12,8,8,3,8,8,8,8,8,8,3,8,4,4,4,1
84135040,11,11,11,11,12,11,,7,7,7,7,8,7,,7,7,7,7,4,7,,1
84148010,11,3,11,3,3,11,15,7,3,7,3,3,7,7,7,3,3,3,3,7,7,1
84177010,1,3,1,2,4,2,,1,3,1,2,4,2,,1,3,1,2,4,2,,1
84177020,4,12,2,10,12,4,,4,8,2,6,8,4,,4,4,2,2,8,4,,1
84194010,3,4,12,12,2,4,6,3,4,8,8,2,4,2,3,4,4,4,2,4,2,1
84218010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
84218040,10,12,12,10,12,16,12,6,8,8,6,8,8,8,6,8,4,6,8,8,8,0
84246010,12,12,12,9,12,12,11,8,8,8,5,8,8,7,8,8,8,5,8,8,3,1
84246020,4,4,1,12,3,5,3,4,4,1,8,3,1,3,4,4,1,4,3,1,3,1
84298020,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1
84311020,2,1,2,10,2,,,2,1,2,6,2,,,2,1,2,2,2,,,1
84311021,,2,2,6,16,10,2,,2,2,2,8,6,2,,2,2,2,8,2,2,0
84334010,16,15,13,16,16,12,8,8,7,5,8,8,8,4,8,7,5,8,8,8,4,1
84391010,2,2,6,1,16,16,16,2,2,2,1,8,8,8,2,2,2,1,8,8,8,1
84391011,9,11,2,15,14,2,12,5,7,2,7,6,2,8,1,7,2,7,6,2,8,0
84433020,12,10,12,12,16,4,2,8,6,8,8,8,4,2,8,6,8,4,8,4,2,1
84455010,3,12,9,4,11,11,12,3,8,5,4,7,7,8,3,8,1,4,7,7,4,1
84489010,16,16,12,4,12,2,2,8,8,8,4,8,2,2,8,8,8,4,4,2,2,1
84489020,12,12,12,12,12,10,2,8,8,8,8,8,6,2,4,8,8,8,8,2,2,1
84502020,9,,2,2,2,11,,5,,2,2,2,7,,5,,2,2,2,3,,1
84512010,1,16,9,13,11,3,6,1,8,5,5,7,3,2,1,8,1,5,3,3,2,1
84512040,15,5,15,7,14,8,1,7,1,7,3,6,4,1,7,1,7,3,6,4,1,0
84535010,1,8,6,8,6,8,2,1,4,2,4,2,4,2,1,4,2,4,2,4,2,1
84635010,8,5,9,13,15,8,,4,1,5,5,7,4,,4,1,1,5,7,4,,1
84635040,9,16,1,4,9,14,1,5,8,1,4,5,6,1,5,8,1,4,1,6,1,0
84643010,12,11,12,12,15,11,1,8,7,8,8,7,7,1,8,3,8,8,7,3,1,1
84643020,3,11,11,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,1
84687011,12,4,3,2,10,10,16,8,4,3,2,6,6,8,4,4,3,2,6,2,8,0
84725010,12,2,4,12,4,16,7,8,2,4,8,4,8,3,4,2,4,4,4,8,3,1
84776020,2,4,4,2,6,1,1,2,4,4,2,2,1,1,2,4,4,2,2,1,1,1
84776030,2,12,12,10,12,9,1,2,8,8,6,8,5,1,2,8,4,2,8,1,1,0
84788010,11,2,9,9,1,9,9,7,2,5,5,1,5,5,3,2,1,1,1,1,1,1
84809020,12,12,11,3,4,2,12,8,8,7,3,4,2,8,8,8,3,3,4,2,8,1
